deal_title,investor_company,investor_role,investment_amount_usd
Garner — Early Stage VC (2021-12),"Abstract Ventures, Adam Okun, BoxGroup, CoFound Partners, Founders Fund, Kaiser Permanente Ventures, Maverick Ventures, Nathaniel Turner, Optum Ventures, Redpoint Ventures, Sequoia Capital, Thrive Capital",PARTICIPANT,
PRIA Healthcare — Buyout/LBO (2021-12),"Aldrich Capital Partners, BPEA Private Equity",PARTICIPANT,
Joslin Diabetes Center — Merger/Acquisition (2021-11),"Center for Medicare and Medicaid Innovation, Massachusetts Life Sciences Center, National Institutes of Health",PARTICIPANT,
Edenbridge Health — Seed Round (2021-10),"Nightingale Partners (Washington, DC)",PARTICIPANT,
Immunai — Early Stage VC (2021-10),"8VC, AI Venture Labs, Alexandria Venture Investments, Catalio Capital Management, Dexcel Pharma, Duquesne Family Office, Endless Frontier Labs, Gad Allon, Gefen Capital, iAngels, ICON (Other Commercial Services), Koch Disruptive Technologies, Meron Capital, MIT Startup Exchange, Perot Jain, Piedmont Capital Investments, R-Squared Ventures, Schusterman Family Investments, TLV Partners, Viola Ventures",PARTICIPANT,
Aaptiv — Merger/Acquisition (2021-10),"14W, Amazon Alexa Fund, Bose Ventures, Bracket Capital, CTF Services (Kowloon), Disney Accelerator, Millennium Technology Value Partners, Nelstone Ventures, Outlander VC, The Walt Disney, Warner Music Group",PARTICIPANT,
Applied Behavioral Learning Services — Buyout/LBO (2021-10),Audax Private Equity,PARTICIPANT,
swyMe — Secondary Transaction - Private (2021-10),"ESA Business Incubation Centres, Health Innovations, United States Department of Agriculture, Vidinovo",PARTICIPANT,
Clear Health Pass — Early Stage VC (2021-09),Native American Venture Fund,PARTICIPANT,
Panalgo — Buyout/LBO (2021-09),Transformation Capital,PARTICIPANT,
Korus (Therapeutic Devices) — Grant (2021-09),"Epilepsy Foundation of America, National Institutes of Neurological Disorders and Stroke",PARTICIPANT,
Cold Spring Harbor Laboratory — Grant (2021-09),National Cancer Institute,PARTICIPANT,
MedicaMetrix — Later Stage VC (2021-09),"Ernest Pomerantz, Massachusetts Life Sciences Center, Massachusetts Medical Device Development Center, WPI Venture Forum",PARTICIPANT,
The Well — Later Stage VC (2021-09),"Correlation Ventures, Currency M, DGNL Ventures, Dreamers VC, JAWS Estates Capital, LeFrak, New Enterprise Associates, Reshape Ventures, Smith Family Circle, TriplePoint Capital",PARTICIPANT,
Elevaris Medical — Buyout/LBO (2021-09),QHP Capital,PARTICIPANT,
Health Care Technology — Buyout/LBO (2021-09),"Gemini Investors, Legacy Capital Ventures",PARTICIPANT,
Corisma — Early Stage VC (2021-08),"Connecticut Innovations, Grand Pharmaceutical Group, National Heart, Lung, and Blood Institute",PARTICIPANT,
Thermedical — Later Stage VC (2021-08),"Karl Johannsmeier, Massachusetts Life Sciences Center, National Cancer Institute, Samuel Maslak, U.S. Department of Health and Human Services",PARTICIPANT,
GentiBio — Early Stage VC (2021-08),"Avidity Partners, Benaroya Research Institute, Matrix Capital Management, Novartis Venture Fund, OrbiMed, RA Capital Management, Seattle Children's Hospital, T1D Fund",PARTICIPANT,
MyHealth.Us — Later Stage VC (2021-08),"David Booth, Findstar Group, Johnson & Johnson Innovation - JLABS, YiFeng Commerce",PARTICIPANT,
Spiritune — Seed Round (2021-07),Human Ventures,PARTICIPANT,
Hopewell Health — Seed Round (2021-07),"Athens Foundation Inc, General Catalyst, Redesign Health",PARTICIPANT,
OM1 — Later Stage VC (2021-07),"7wire Ventures, Breyer Capital, D1 Capital Partners, General Catalyst, Glikvest, Kaiser Permanente, Koa Labs, Polaris Partners, Scale Venture Partners, Wanxiang Healthcare Investments",PARTICIPANT,
Vim — Later Stage VC (2021-07),"Advisors.Fund, DNS Capital, Elevance Health, Florida-Israel Business Accelerator, Frist Cressey Ventures, GreatPoint Ventures, KittyHawk, Leverage Health, Optum Ventures, Premera Blue Cross, Quiet Capital, Sequoia Capital, Walgreens Boots Alliance",PARTICIPANT,
Women's Integrated Network — Merger/Acquisition (2021-07),NexPhase Capital,PARTICIPANT,
Therapy Notebooks — Early Stage VC (2021-06),"GreyMatter (US), Pareto Holdings, The Gramercy Fund, Wormhole Capital",PARTICIPANT,
Precision Care Surgery Center — Joint Venture (2021-06),"Catholic Health Initiatives, Orthopedic Associates Of Long Island, Regent Surgical Health",PARTICIPANT,
Transparent & Black — Grant (2021-06),"iFundWomen of Color, Neutrogena",PARTICIPANT,
Poppy Seed Health — Seed Round (2021-06),"Abad Capital, Christina Sass, City Light Capital, Dream Ventures (New York), Halle Tecco, Hannah Bronfman, Ignite Healthcare Network, Julia Cheek, Metrodora Ventures, Pres10 Ventures, Roxane Gay, Seven Seven Six, Steve Ciesinski, Toyin Ajayi",PARTICIPANT,
EZaccessMD — Later Stage VC (2021-06),Mason Argiropoulos,PARTICIPANT,
NavaDerm Partners — Debt Refinancing (2021-05),BelHealth Investment Partners,PARTICIPANT,
Woven Science — Seed Round (2021-05),"Adam Horowitz, Anya Capital, Lionheart Ventures, London Impact Ventures, Noetic Fund, Pres10 Ventures",PARTICIPANT,
Radical Health — Seed Round (2021-05),"Headwater Ventures, Johnson & Johnson, Khosla Ventures, NEXUS (New York), Village Capital",PARTICIPANT,
Rendr (Clinics/Outpatient Services) — PE Growth/Expansion (2021-05),"Ascend Partners (Healthcare), Kain Capital",PARTICIPANT,
Timeshifter — Early Stage VC (2021-05),"Allan Darré, BirchStream, Jacob Holmblad, Jacob Ravn, Jannick Pedersen, John Shoffner, Kevin Neher, Mark Ronan, Michael López-Alegría, Michael Sherain, Muggie Ramadani, Myra Brown, Plug and Play Tech Center, Saulius Adomaitis, Smith Johnston, Spohie Christensen, Todd Bracher, Vagn Sorensen",PARTICIPANT,
Navix Diagnostix — Buyout/LBO (2021-04),"Pavis Capital, Prospect Partners",PARTICIPANT,
PainQx — Later Stage VC (2021-04),"10x Investor Club, Aaron Cain, AJI Capital, Arizona Tech Investors, B-Engine, DigitalHealth.London Accelerator, Empire State Development, Entrepreneurship Lab Bio & Health Tech NYC, Italian Angels for Growth, James Goulka, Keiretsu Capital, Keiretsu Forum, MassChallenge, Mid Atlantic Bio Angels, National Institute on Drug Abuse (NIDA), New York Angels, NYU Entrepreneurial Institute, Science Center",PARTICIPANT,
PulseData AI — Later Stage VC (2021-04),"Alumni Ventures, Amicus Capital, Arba Seed Investment Group, Bain Capital, Blue Collective, Chicago Ventures, Dave Pell, Hernando Bunuan, Homebrew Management, Mark Ayzenshtat, Milkbox Partners, Red Dog Capital, Two Bear Capital",PARTICIPANT,
CitusHealth — Merger/Acquisition (2021-03),"New Jersey Health Care Quality Institute, New Jersey Innovation Institute",PARTICIPANT,
Planet Smile Partners — PE Growth/Expansion (2021-03),Halle Capital Management,PARTICIPANT,
Rubix LS — Seed Round (2021-02),"HERSS (LS), The Majira Project",PARTICIPANT,
Spairo — Seed Round (2021-02),"American Academy of Child and Adolescent Psychiatry, Connecticut Innovations, Developmental Behavioral Pediatrics Network, HealthVenture, NeuroNetworks Fund, Yale New Haven Health System, Yale University",PARTICIPANT,
The ADA Forsyth Institute — Grant (2021-02),"Alfred P. Sloan Foundation, Massachusetts Dental Society, Massachusetts Life Sciences Center, National Center for Research Resources, National Institute for Allergy and Infectious Disease, National Institute of Dental and Craniofacial Research, National Institutes of Arthritis and Musculoskeletal Diseases, United States Department of War",PARTICIPANT,
WizeCare — Seed Round (2021-02),"Arc Impact, ARCH Venture Partners, BIRD Foundation, Connecticut Innovations, Florida-Israel Business Accelerator, ICONYC Labs, RIO Ventures Holdings, Spinach Angels",PARTICIPANT,
Elix (Pharmaceuticals and Biotechnology) — Seed Round (2021-01),"Daft Capital, Recharge Capital, Tribe Capital, Venture Initiation Program",PARTICIPANT,
Waterbury Surgery Center — Secondary Transaction - Private (2021-01),Waterbury Hospital,PARTICIPANT,
Airgo — Later Stage VC (2021-01),"Fondazione Salvatore Maugeri, Health Technology Holding, National Institute of Environmental Health Sciences, Office of the National Coordinator for Health Information Technology, U.S. Environmental Protection Agency",PARTICIPANT,
Boostcamp — Early Stage VC (2021-01),"Bryant Stibel, Hustle Fund",PARTICIPANT,
Embrace Prevention Care — Early Stage VC (2021-01),"Longevitytech.fund, Michael Hough, NuFund Venture Group",PARTICIPANT,
Halsey Health — PE Growth/Expansion (2021-01),"BK Growth, Cerralv Capital, Pacific Lake, Peterson Partners",PARTICIPANT,
MedicaSafe — Later Stage VC (2021-01),"Esther Dyson, National Institute on Drug Abuse (NIDA), Puget Sound Venture Club, U.S. Department of Health and Human Services",PARTICIPANT,
Medtech For Solutions — Buyout/LBO (2021-01),Albaron Partners,PARTICIPANT,
Clifford W Beers Guidance Clinic — Grant (2020-12),U.S. Department of Health and Human Services,PARTICIPANT,
Mental Health Association In Essex County — Grant (2020-12),U.S. Department of Housing and Urban Development Office of Counsel,PARTICIPANT,
Seeding Labs — Grant (2020-12),U.S. Agency for International Development,PARTICIPANT,
The Brooklyn Hospital Center — Grant (2020-12),U.S. Department of Health and Human Services,PARTICIPANT,
Myndlift — Later Stage VC (2020-12),"500 Global, Arie Abecassis, Brock Weatherup, Cerity Partners Ventures, Corundum Neuroscience, ICONYC Labs, Innovation Authority, MassChallenge, Mauro Wjuniski, New York Angels, Shai Rephaeli, Takwin, Zaitoun Ventures",PARTICIPANT,
US HealthVest — Secondary Transaction - Private (2020-12),"Carl Byers, Eight Roads, F-Prime Capital, George Conrades, Jonathan Bush, Longfellow Venture Partners, Oak HC/FT, Polaris Partners, Richard Kresch",PARTICIPANT,
Boston Medical Center — Grant (2020-11),"American Cancer Society, HealthTrust Purchasing Group, Jack Satter Foundation, John Hancock, Massachusetts Mutual Life Insurance, National Heart, Lung, and Blood Institute, National Institute on Drug Abuse (NIDA), National Institutes of Health, US Department of Justice",PARTICIPANT,
Bridge Medicines — Early Stage VC (2020-11),"Bay City Capital, Deerfield Management, Takeda Ventures, Tri-Institutional Therapeutics Discovery Institute",PARTICIPANT,
Optivio — Later Stage VC (2020-10),BioVentures Investors,PARTICIPANT,
Mira (Managed Care) — Seed Round (2020-10),"Alex Bitoun, City Light Capital, Flybridge (New York), Goodwater Capital, Jim Chung, Lorens Helmchen, Maverick Ventures, nvp capital, Plug and Play Tech Center, Precursor Ventures",PARTICIPANT,
Cloud9 Online — Later Stage VC (2020-10),Connecticut Innovations,PARTICIPANT,
Ixcela — Later Stage VC (2020-10),iD Ventures America,PARTICIPANT,
Alara Imaging — Early Stage VC (2020-09),Zetta Venture Partners,PARTICIPANT,
Queerly Health — Grant (2020-09),"Latino Founders, Sogal",PARTICIPANT,
Palleon Pharmaceuticals — Later Stage VC (2020-09),"AbbVie Ventures, Citadel Enterprise Americas, Matrix Capital Management, Pfizer Ventures, SR One Capital Management, Surveyor Capital, Takeda Ventures, University of Dundee, Vertex Ventures HC",PARTICIPANT,
Digitouch Health — Grant (2020-09),"AJI Capital, American Heart Association Ventures, BioInc@NYMC, East Post Road Ventures, PV Capital Management, Red Cedar Ventures, Transhuman Capital, U. S. National Science Foundation",PARTICIPANT,
BioSensics — Grant (2020-09),U.S. Department of Health and Human Services,PARTICIPANT,
DNA Medicine Institute — Grant (2020-09),"Gates Foundation, National Aeronautics and Space Administration, XPRIZE",PARTICIPANT,
Virscio — Grant (2020-09),"National Eye Institute, National Institutes of Health",PARTICIPANT,
Rappore — Seed Round (2020-08),"A-Level Capital, Gaingels",PARTICIPANT,
MDLand — PE Growth/Expansion (2020-08),"Innovating Capital, Kain Capital",PARTICIPANT,
BraveHeart — Early Stage VC (2020-08),"Fantail Ventures, Kayne Darby Kelt, Park City Angels",PARTICIPANT,
Lorestry — Later Stage VC (2020-08),Launchpad Digital Health,PARTICIPANT,
GlucoseZone — Debt - General (2020-08),"Connecticut Innovations, David Novak, Kendall Hochman, The Community Foundation for Greater New Haven, United States Small Business Administration",PARTICIPANT,
Key Autism Services — PE Growth/Expansion (2020-08),"Cane Investment Partners, SierraStone Capital",PARTICIPANT,
Glens Falls Hospital — Grant (2020-07),"Adirondack Health Institute, Centers for Medicare & Medicaid Services, Health Resources and Services Administration, New York State Department of Health",PARTICIPANT,
BioRestore Health — Early Stage VC (2020-07),Modus Capital,PARTICIPANT,
GenTech Scientific — Buyout/LBO (2020-07),Lakelet Capital,PARTICIPANT,
OyaGen — Grant (2020-07),"Empire State Development, National Institute for Allergy and Infectious Disease, National Institute of General Medical Sciences, New York State Common Retirement Fund, Trillium Group, University of Rochester",PARTICIPANT,
Rehabilitation Hospital of Rhode Island — Buyout/LBO (2020-06),Prime Healthcare Services,PARTICIPANT,
Empath Labs — Grant (2020-05),"Betaspring, Christopher Chan, DESIGNxRI, John Taysom, Kristopher Brown, Kyle Gay, Mentor Capital Network, National Institute of Diabetes and Digestive and Kidney Diseases, Nick Adams, Paul Grossinger, Radicle Capital, Ralph James, Rhode Island Commerce Corporation, Scott Taber, Semyon Dukach, Shradha Agarwal, Social Enterprise Greenhouse",PARTICIPANT,
Dr. Jud — Buyout/LBO (2020-05),ThriveLink,PARTICIPANT,
CureMD — Debt - PPP (2020-05),BoomStartup,PARTICIPANT,
Ovitz — Later Stage VC (2020-05),"D3 Jubilee Partners, Excell Partners, FuturePlay, KAIST Venture Investment Holdings, KIC Europe, Korea International Cooperation Agency, NextCorps Luminate, Simon School Venture Fund, Tech Incubator Program for Startup, VentureWell",PARTICIPANT,
DHA Endoscopy — Debt - PPP (2020-04),PE GI Solutions,PARTICIPANT,
IonOptix — Debt - PPP (2020-04),"Blue Hills Ventures, National Heart, Lung, and Blood Institute, U.S. Department of Health and Human Services",PARTICIPANT,
Catholic Health Care System — Debt - PPP (2020-04),New York State Department of Health,PARTICIPANT,
Independence Care System — Debt - PPP (2020-04),"New York State Health Foundation, Partnership Fund for New York City",PARTICIPANT,
Paramount Healthcare Services — Debt - PPP (2020-04),Southbox Capital,PARTICIPANT,
TouchCare — Debt - PPP (2020-04),"Echo Health Ventures, First Trust Capital Partners, Fortress Investment Group, Gannett Company, Mosaic Health Solutions",PARTICIPANT,
AccessCNY — Debt - PPP (2020-04),"Enable (Healthcare), Transitional Living Services",PARTICIPANT,
Weeks Medical Center — Debt - PPP (2020-04),"U.S. Department of Health and Human Services, United States Department of Agriculture",PARTICIPANT,
Americord — Debt - PPP (2020-04),Start-up NY,PARTICIPANT,
PARx Solutions — Debt - PPP (2020-04),Grey Healthcare Group,PARTICIPANT,
Rochester Regional Health System — Debt - PPP (2020-04),New York State Department of Health,PARTICIPANT,
Tyme Wear — Seed Round (2020-04),Nýsköpunarsjóður,PARTICIPANT,
Windsor Health and Rehab Center — Debt - PPP (2020-04),Dwight Capital,PARTICIPANT,
Liveonny — Debt - PPP (2020-04),United States Department of War,PARTICIPANT,
MD Alliance Solutions — PE Growth/Expansion (2020-03),"BPEA Private Equity, Health Enterprise Partners, Yukon Partners",PARTICIPANT,
Dicom Director — Seed Round (2020-01),Connecticut Innovations,PARTICIPANT,
HealthKick — Seed Round (2020-01),Blueprint Health,PARTICIPANT,
OneThree Biotech — Seed Round (2020-01),"Bench to Bedside Initiative, BR Venture Fund, Meridian Street Capital, Primary Venture Partners, Runway Startup Postdoc, What If Ventures",PARTICIPANT,
Orchard Innovations — Joint Venture (2020-01),"Deerfield Management, YEDA Technology Transfer",PARTICIPANT,
Arrakis Therapeutics — Later Stage VC (2020-01),"Advent Life Sciences, Alexandria Venture Investments, Canaan Partners, Celgene, GV, HBM Healthcare Investments, HBM Partners, Henri Termeer, Nextech Invest, Omega Funds, Osage University Partners, Pfizer Ventures, Raj Parekh, venBio, WuXi AppTec",PARTICIPANT,
